"GM12892_Rep1"	"GM12892_Rep2"	"GM12892_Rep3"	"H1-hESC_Rep1"	"H1-hESC_Rep2"	"H1-hESC_Rep3"	"H1-hESC_Rep4"	"MCF-7_Rep1"	"MCF-7_Rep2"	"MCF-7_Rep3"
"AHCTF1"	2849	1469	1653	3372	2347	2582	2572	3952	5641	2536
"AHCY"	10527	3410	3510	19582	21827	19490	9803	13780	23012	21045
"AHCYL1"	5638	2539	2496	5230	5719	5733	3343	10699	7599	9421
"AHCYL2"	756	289	334	1610	1312	1407	1033	1324	1419	1363
"AHDC1"	766	478	110	1716	1869	1956	750	1445	3167	3327
"AHI1"	685	261	433	412	355	339	363	782	471	431
"AHNAK"	12306	881	4080	1732	1774	1989	1082	38694	165878	41627
"AHNAK2"	8	16	0	236	348	353	98	5967	26775	4981
"AHR"	3627	1512	2502	338	208	292	195	2848	4175	1580
"AHRR"	4599	2359	1371	53	44	50	26	300	38	569
"AHSA1"	5477	1642	1984	4549	4280	4065	2585	13625	7181	18255
"AHSA2"	3468	1927	1512	1428	1224	1370	851	1616	781	1602
"AHSG"	4	0	0	15	19	20	18	0	30	3
"AHSP"	0	0	0	40	58	36	24	0	0	0
"AICDA"	5442	3568	5248	0	2	0	1	1	0	0
"AIDA"	2279	1015	1450	3451	3217	3101	2956	3642	6689	1781
"AIF1"	751	1329	249	92	120	89	74	0	0	0
"AIF1L"	2	1	0	8377	8749	8038	4630	10127	539	9340
"AIFM1"	3295	1282	1288	2239	2415	2182	1435	4955	2834	4714
"AIFM2"	1975	541	624	269	347	284	102	1017	532	1625
"AIFM3"	8	14	1	47	76	60	18	101	11	214
"AIG1"	594	504	252	744	692	638	486	684	2657	509
"AIM1"	6418	3355	3387	905	923	935	622	2364	13010	2419
"AIM1L"	3	0	2	527	723	600	248	104	358	167
"AIM2"	668	175	387	49	36	24	37	0	6	0
"AIMP1"	2761	1522	1445	1118	1003	1008	1062	2501	2506	1196
"AIMP2"	1115	329	363	1351	1374	1357	650	1979	1380	3053
"AIP"	4186	1926	1355	700	866	833	336	3105	1722	5771
"AIPL1"	1	0	0	11	17	14	5	0	1	1
"AIRE"	6	4	1	4	4	7	2	0	1	0
"AJAP1"	0	0	0	158	181	180	97	24	454	68
"AK1"	726	185	233	659	878	807	336	1278	2284	2118
"AK2"	13611	6735	6331	3554	3474	3422	2348	5766	9713	4655
"AK3"	1993	2138	1222	681	631	601	538	3450	2859	1296
"AK4"	11868	6464	6353	4424	3792	4052	3219	1269	7185	1031
"AK5"	2	3	4	194	202	200	125	5	14	1
"AK7"	87	0	50	120	158	157	86	538	2	440
"AK8"	17	7	3	19	16	20	8	92	16	81
"AKAP1"	2032	792	775	6543	5974	6241	3784	8095	3491	10231
"AKAP10"	780	582	533	823	714	724	521	1001	1138	960
"AKAP11"	5631	3682	4111	1361	962	1167	1183	4124	4379	2018
"AKAP12"	10	108	4	7430	7536	7857	4791	522	5562	159
"AKAP13"	10290	4260	3538	2731	2600	2742	1620	5293	4526	5138
"AKAP14"	0	0	0	11	15	15	8	1	0	2
"AKAP17A"	2	1	0	2	0	0	0	1	0	1
"AKAP2"	274	108	30	72	51	43	23	0	145	0
"AKAP3"	91	18	29	12	22	19	5	40	31	27
"AKAP4"	0	0	0	0	0	0	0	0	0	0
"AKAP5"	342	355	247	139	101	115	107	221	19	97
"AKAP6"	653	38	307	13	21	24	11	138	87	15
"AKAP7"	9	17	3	371	324	323	327	110	164	17
"AKAP8"	1822	637	597	1793	1689	1694	1038	2522	1749	2865
"AKAP8L"	2325	856	578	3437	3946	3583	1658	2853	1916	4233
"AKAP9"	3204	1999	2185	1961	1342	1419	1828	6154	3000	2833
"AKD1"	196	64	108	90	84	62	87	391	62	107
"AKIP1"	804	355	378	380	449	406	221	432	1148	447
"AKIRIN1"	3215	2099	1977	7610	7541	7528	5917	1949	3864	1040
"AKIRIN2"	2435	1610	757	1960	2042	1924	1057	2696	2506	2491
"AKIRIN2-AS1"	152	111	67	6	19	16	20	46	13	5
"AKNA"	6949	2579	1615	1932	2366	2235	899	1308	327	1706
"AKNAD1"	1	0	0	0	0	0	0	6	6	6
"AKR1A1"	7432	2726	3106	7334	9075	8088	3346	3057	3132	4980
"AKR1B1"	4113	1372	1697	5938	6532	5684	3461	4	9391	4
"AKR1B10"	0	0	3	2	1	1	1	77	194	50
"AKR1B15"	1	0	0	1	0	0	1	1	0	0
"AKR1C1"	4	25	4	29	56	54	36	160	1125	66
"AKR1C2"	3	2	2	10	22	11	6	1332	996	821
"AKR1C3"	0	0	0	80	110	93	41	991	1396	561
"AKR1C4"	0	0	0	0	0	0	0	0	0	1
"AKR1CL1"	0	0	0	0	0	0	0	0	0	0
"AKR1D1"	1	3	0	1	1	1	1	1	1	0
"AKR1E2"	0	0	0	29	66	58	19	373	0	526
"AKR7A2"	1733	780	525	841	1012	922	392	3004	3265	4725
"AKR7A2P1"	14	14	16	67	59	69	21	2	11	3
"AKR7A3"	11	8	6	16	28	24	10	23	11	40
"AKR7L"	11	6	7	30	30	25	13	16	7	19
"AKT1"	5240	1675	1513	3207	3947	3364	1736	21192	9305	44593
"AKT1S1"	1080	323	291	1797	1897	1637	988	4102	3533	6972
"AKT2"	6360	2634	1793	5196	5004	4668	2418	8702	6865	14050
"AKT3"	262	206	222	860	625	671	699	38	2540	12
"AKTIP"	496	218	286	392	365	359	292	1450	640	1220
"ALAD"	1626	704	611	818	836	780	471	3347	1183	4148
"ALAS1"	4418	1365	1531	2272	2388	2275	1345	1492	1866	1912
"ALAS2"	1	2	3	6	5	1	2	1	1	1
"ALB"	6	2	2	1	1	1	31	2	0	0
"ALCAM"	3104	1449	1805	2268	1730	1716	1828	7131	8557	3913
"ALDH16A1"	944	314	95	1730	1744	1643	692	2843	1370	4577
"ALDH18A1"	7135	2678	2685	5409	5834	5513	3414	7471	5189	7916
"ALDH1A1"	0	2	0	33	35	32	32	1	19	0
"ALDH1A2"	13	7	7	6	7	9	7	4	12	0
"ALDH1A3"	19	21	10	324	264	242	207	2730	63466	1215
"ALDH1B1"	2077	790	890	3099	3580	3701	1888	1445	3404	1605
"ALDH1L1"	51	0	17	52	82	79	27	6	52	22
"ALDH1L2"	19	167	29	384	381	429	324	35	3220	23
"ALDH2"	600	173	166	1933	2032	1852	1074	16	0	9
"ALDH3A1"	12	16	2	14	18	23	3	279	360	337
"ALDH3A2"	1411	1039	735	2268	2181	2214	1460	2563	5629	2204
"ALDH3B1"	10	8	6	27	45	42	19	390	646	680
"ALDH3B2"	0	0	0	1	1	5	1	329	62	1152
"ALDH4A1"	539	367	144	2133	2263	2031	762	2520	3182	4874
"ALDH5A1"	1719	1215	860	191	210	228	110	2135	58	1520
"ALDH6A1"	464	457	315	843	814	844	499	1043	301	1035
"ALDH7A1"	11	98	10	7266	7422	7347	4458	4876	6808	3506
"ALDH8A1"	50	5	25	6	2	7	2	7	8	3
"ALDH9A1"	2459	1072	1020	2449	2637	2548	1604	2099	3977	1854
"ALDOA"	85695	25308	23226	35705	41005	36572	16582	98228	126167	194285
"ALDOB"	0	0	1	2	0	0	0	0	0	0
"ALDOC"	20036	5192	6806	2254	2783	2385	1108	268	4917	606
"ALG1"	761	213	195	1298	1182	1125	541	1161	1114	1781
"ALG10"	289	231	342	161	109	146	127	594	330	266
"ALG10B"	700	681	857	124	91	96	93	463	518	141
"ALG11"	307	128	177	283	176	199	195	226	386	143
"ALG12"	878	457	226	1486	1357	1314	621	932	1194	1875
"ALG13"	1917	829	1251	1132	1288	1303	770	1854	677	1411
"ALG14"	318	68	120	105	104	92	56	235	403	214
"ALG1L"	5	6	3	43	64	43	23	980	0	1095
"ALG1L2"	3	2	0	1	3	0	0	1	0	0
"ALG2"	1505	829	642	812	804	842	481	3079	2143	2255
"ALG3"	1180	389	279	2055	2069	1907	896	2968	2442	5604
"ALG5"	1083	502	492	474	407	346	314	1696	1492	1023
"ALG6"	398	280	270	474	446	405	433	962	552	301
"ALG8"	1076	598	467	1430	1307	1251	1013	3164	1568	2056
"ALG9"	1142	503	578	617	648	630	432	665	1460	537
"ALK"	2	7	4	3	4	8	3	2	0	0
"ALKBH1"	404	287	236	499	432	464	262	919	418	918
"ALKBH2"	562	324	264	360	550	510	216	918	765	891
"ALKBH3"	814	366	388	187	215	194	94	379	959	399
"ALKBH4"	326	151	82	412	521	524	218	602	397	1014
"ALKBH5"	4092	2666	2111	2462	3040	2730	1432	4134	5525	4657
"ALKBH6"	570	262	205	295	371	350	205	592	643	968
"ALKBH7"	1324	697	128	889	1233	1143	314	564	822	710
"ALKBH8"	502	224	272	423	381	416	363	330	657	176
"ALLC"	1	1	0	0	0	2	0	0	0	0
"ALMS1"	1365	496	842	3054	2308	2729	2072	2174	1032	1596
"ALMS1P"	2	1	0	0	5	0	2	11	0	6
"ALOX12"	37	17	14	61	85	76	31	7	23	17
"ALOX12B"	8	6	1	13	15	9	6	21	25	71
"ALOX12P2"	73	230	63	87	132	153	64	233	89	349
"ALOX15"	4	6	2	59	103	77	40	559	0	1147
"ALOX15B"	6	9	1	23	48	39	16	0	7230	2
"ALOX5"	2797	748	820	88	125	158	39	205	0	205
"ALOX5AP"	624	342	244	1	0	0	0	20	5	12
"ALOXE3"	0	0	1	6	15	12	7	70	657	220
"ALPI"	0	0	0	0	0	0	0	0	0	0
"ALPK1"	1489	1060	763	11	5	18	3	267	525	170
"ALPK2"	737	597	412	47	23	21	27	6	1	1
"ALPK3"	15	6	6	1944	2138	2287	1038	143	7	135
"ALPL"	1	0	0	12068	13663	12822	6099	2	2	1
"ALPP"	22	1	14	13	21	23	3	13	2	55
"ALPPL2"	1	0	0	86	150	149	39	0	0	2
"ALS2"	910	373	568	2118	1891	1967	1387	1504	3301	1197
"ALS2CL"	10	1	3	532	575	589	283	797	5938	1280
"ALS2CR11"	1	2	0	2	2	4	6	3	8	0
"ALS2CR12"	4	3	3	7	1	2	1	7	2	5
"ALS2CR8"	355	303	318	118	96	115	79	316	188	130
"ALX1"	1	0	0	16	15	14	12	1	0	0
"ALX3"	12	3	11	97	115	111	43	56	57	79
"ALX4"	0	1	2	1	7	5	1	17	3	26
"AMACR"	190	41	43	124	129	150	75	202	138	182
"AMBN"	0	0	0	0	0	0	0	0	0	0
"AMBP"	3	0	1	116	169	136	62	1	0	1
"AMBRA1"	1692	573	511	1883	1955	1920	856	2711	1679	3961
"AMD1"	6052	2333	2561	5187	3755	3957	4557	5582	7529	2549
"AMDHD1"	4	0	0	8	6	8	5	29	15	28
"AMDHD2"	593	193	59	808	925	886	320	532	300	1449
"AMELX"	0	0	0	0	0	0	0	0	0	0
"AMELY"	0	0	0	0	0	0	0	0	0	0
"AMFR"	3995	1249	1437	898	1064	1094	455	3438	4277	6614
"AMH"	18	2	4	543	444	447	134	540	7	1132
"AMHR2"	1	0	2	3	8	4	5	5	0	1
"AMICA1"	68	87	21	21	10	8	7	0	0	0
"AMIGO1"	37	4	6	121	140	122	57	489	14	910
"AMIGO2"	1	0	3	198	123	120	119	884	4915	1348
"AMIGO3"	225	54	43	461	478	472	175	357	125	912
"AMMECR1"	541	321	293	1240	896	972	1104	3588	2518	1820
"AMMECR1L"	1074	505	565	1579	1494	1557	960	2246	2516	2027
"AMN"	7	6	0	11	11	9	5	5	1	7
"AMN1"	143	196	131	181	187	165	164	211	183	84
"AMOT"	1185	33	441	481	375	367	325	1288	10	545
"AMOTL1"	2	87	4	2313	1934	2073	1429	3336	16418	4498
"AMOTL2"	24	2	6	2294	1856	1739	1133	5921	5363	10414
"AMPD1"	6	0	3	1	0	0	0	48	0	40
"AMPD2"	3153	1263	735	2268	2040	1963	1023	3409	2264	5793
"AMPD3"	3033	801	1444	162	216	204	102	104	540	87
"AMPH"	4	7	7	405	431	370	253	131	1	141
"AMT"	375	232	120	1976	2406	2175	1031	84	69	142
"AMTN"	0	0	0	0	0	0	0	100	0	51
"AMY1A"	0	0	0	0	0	0	0	0	0	0
"AMY1B"	0	0	0	0	0	0	0	0	0	0
"AMY1C"	0	0	0	0	0	0	0	0	0	0
"AMY2A"	1	2	0	0	1	1	0	0	0	0
"AMY2B"	371	244	186	39	57	58	56	6	47	6
"AMZ1"	136	40	45	25	57	71	17	918	28	2400
"AMZ2"	2962	2006	1583	962	1148	1073	712	5654	3813	3370
"AMZ2P1"	327	261	211	164	160	175	121	648	94	232
"ANAPC1"	5444	2098	2173	5291	4374	4698	3151	4881	4771	4869
"ANAPC10"	213	237	227	120	124	143	103	275	307	164
"ANAPC11"	3172	1118	868	3384	4536	3484	1132	4379	3476	9417
"ANAPC13"	1205	519	464	729	738	632	689	4268	2236	2255
"ANAPC16"	4608	2827	2657	1418	1862	1741	1082	4777	3493	3052
"ANAPC2"	1644	539	413	1473	1388	1300	544	3893	1421	8911
"ANAPC4"	1314	598	641	895	810	833	763	1510	1185	680
"ANAPC5"	7248	2673	2942	4063	4235	4143	2150	8675	5796	11932
"ANAPC7"	2034	941	986	3167	3013	3059	1836	4013	2567	4302
"ANG"	74	25	15	82	102	84	39	159	109	36
"ANGEL1"	1144	649	487	1453	1322	1424	746	2550	1053	3730
"ANGEL2"	640	698	716	824	752	816	632	547	917	252
"ANGPT1"	1	1	3	34	6	14	24	1	0	0
"ANGPT2"	4	11	21	10	1	3	1	8	4	1
"ANGPT4"	0	0	0	1	8	9	1	6	1	6
"ANGPTL1"	0	0	1	7	6	3	2	6	0	4
"ANGPTL2"	1	72	7	628	607	536	328	10	0	5
"ANGPTL3"	1	0	2	0	0	0	0	0	0	0
"ANGPTL4"	12	6	2	122	175	156	34	76	25941	146
"ANGPTL5"	1	0	0	0	0	0	0	0	0	0
"ANGPTL6"	1011	491	313	3	2	2	0	3	9	10
"ANGPTL7"	1	5	7	2	3	1	0	4	2	0
"ANK1"	249	29	99	781	896	899	385	235	37	445
"ANK2"	736	318	327	2110	2069	2183	1407	19	275	33
"ANK3"	45	3	23	2315	1945	2129	1738	3561	702	2048
"ANKAR"	46	43	50	16	24	17	6	70	23	28
"ANKDD1A"	105	84	88	179	193	190	94	31	99	46
"ANKFN1"	22	2	7	0	1	0	0	6	0	13
"ANKFY1"	2490	1245	1246	4357	3732	3972	2353	4622	5092	6465
"ANKH"	656	1230	379	410	415	403	261	1291	3632	1732
"ANKHD1"	501	205	235	421	328	299	264	692	289	390
"ANKHD1-EIF4EBP3"	105	27	31	63	51	41	38	157	69	112
"ANKIB1"	3616	2126	2099	2005	1654	1858	1509	5808	3548	3651
"ANKK1"	3	5	4	2	7	3	2	1	145	1
"ANKLE1"	791	221	288	519	535	508	251	13	24	23
"ANKLE2"	4106	1390	1775	2444	2366	2365	1644	4475	5468	4588
"ANKMY1"	399	166	162	72	67	89	26	650	109	1152
"ANKMY2"	20	4	10	407	373	409	298	636	842	321
"ANKRA2"	760	623	489	259	261	239	179	541	383	300
"ANKRD1"	1	0	1	26	7	3	18	887	21	346
"ANKRD10"	1813	801	877	3425	2035	2208	1785	919	553	819
"ANKRD11"	4870	2077	1532	8640	9435	8859	4702	9788	10576	11112
"ANKRD12"	3426	1983	2064	1792	1552	1466	1884	2797	1963	761
"ANKRD13A"	5437	2392	2466	579	631	580	403	1555	2575	1137
"ANKRD13B"	253	127	48	2005	1714	1540	943	849	652	1254
"ANKRD13C"	1102	746	663	594	539	558	466	1113	1105	578
"ANKRD13D"	1049	344	303	669	690	635	280	1390	1080	3307
"ANKRD16"	335	186	87	270	318	298	100	568	284	863
"ANKRD17"	5037	2603	2546	7503	6045	6290	4910	5785	7325	5525
"ANKRD18A"	2	25	0	121	130	128	89	464	138	263
"ANKRD18B"	1	0	0	163	189	195	149	573	13	200
"ANKRD19P"	24	9	12	70	91	95	49	37	39	37
"ANKRD2"	2	0	0	1	2	1	1	60	55	94
"ANKRD20A1"	0	0	0	0	0	0	0	0	0	0
"ANKRD20A2"	0	0	0	0	0	0	0	0	0	0
"ANKRD20A3"	0	0	0	0	0	0	0	0	0	0
"ANKRD20A4"	2	3	1	0	2	1	0	1	4	0
"ANKRD20A5P"	80	76	45	0	0	1	0	90	7	39
"ANKRD20A8P"	0	5	2	1	0	0	0	4	3	0
"ANKRD20A9P"	140	87	127	213	224	269	104	236	67	174
"ANKRD22"	14	12	16	17	14	19	18	113	120	26
"ANKRD23"	213	71	76	278	240	251	148	236	38	523
"ANKRD24"	121	111	41	970	1144	1087	469	67	5	89
"ANKRD26"	983	795	733	513	465	498	494	1065	963	466
"ANKRD26P1"	15	0	3	0	0	1	0	1	0	1
"ANKRD26P3"	37	0	46	3	6	10	1	0	0	0
"ANKRD27"	2459	1194	1147	2545	2609	2618	1435	4928	2670	5532
"ANKRD28"	2284	1185	1183	2590	2223	2329	1822	4396	2941	3614
"ANKRD29"	47	45	36	46	32	56	18	8	97	4
"ANKRD30A"	1	0	0	0	0	0	0	0	0	0
"ANKRD30B"	1	0	0	0	0	0	0	3	0	1
"ANKRD30BL"	109	58	26	24	48	95	1	27	6	93
"ANKRD30BP2"	15	0	4	1	0	0	0	0	0	0
"ANKRD31"	12	6	6	5	4	9	7	47	11	26
"ANKRD32"	381	292	363	378	319	377	403	930	620	348
"ANKRD33"	0	0	0	16	15	28	6	0	0	0
"ANKRD33B"	9330	4790	4039	2278	1803	2010	1363	265	177	138
"ANKRD34A"	93	77	29	14	17	24	7	160	121	210
"ANKRD34B"	0	0	0	209	139	152	141	256	3	145
"ANKRD34C"	1	0	0	1	0	0	1	0	0	0
"ANKRD35"	2	0	2	190	323	237	108	124	126	129
"ANKRD36"	846	417	626	190	213	181	143	384	211	252
"ANKRD36B"	552	322	388	149	179	200	94	262	178	273
"ANKRD36BP1"	153	326	298	85	72	63	81	257	342	84
"ANKRD36BP2"	35	46	20	13	8	10	7	0	8	0
"ANKRD37"	2192	2267	1344	27	61	42	27	10	168	6
"ANKRD39"	510	173	164	310	347	289	157	839	441	2012
"ANKRD40"	846	571	593	2044	2029	2041	1420	2768	2887	2051
"ANKRD42"	62	58	42	85	85	67	43	168	190	167
"ANKRD43"	21	21	17	9	2	6	2	59	2	54
"ANKRD44"	3213	1261	1731	30	19	27	7	423	81	401
"ANKRD45"	3	3	2	53	40	33	46	7	1	1
"ANKRD46"	376	424	315	383	362	368	291	909	511	375
"ANKRD49"	707	478	461	227	164	178	158	509	306	241
"ANKRD5"	23	8	7	382	428	380	275	873	744	561
"ANKRD50"	193	55	96	2601	1866	2176	2038	8578	2491	4684
"ANKRD52"	5160	1652	1401	4192	3975	4274	2177	11443	7169	19638
"ANKRD53"	14	2	1	19	21	18	10	4	3	4
"ANKRD54"	522	245	184	311	404	414	189	1023	1013	1799
"ANKRD55"	0	0	0	0	0	0	0	0	0	0
"ANKRD56"	116	12	37	29	22	31	9	222	49	318
"ANKRD57"	79	29	59	588	476	507	348	658	3451	395
"ANKRD58"	49	65	19	60	116	89	20	24	11	26
"ANKRD6"	160	38	78	545	458	439	267	182	799	224
"ANKRD62P1-PARP4P3"	0	0	0	0	0	0	0	9	0	4
"ANKRD63"	0	0	0	4	3	3	0	3	0	2
"ANKRD65"	42	40	11	112	115	100	45	8	185	3
"ANKRD7"	12	5	4	0	0	0	0	2	16	0
"ANKRD9"	208	7	17	816	867	849	210	685	486	1670
"ANKS1A"	583	231	224	2765	2688	2734	1548	2417	2626	3069
"ANKS1B"	1	2	3	122	81	71	92	48	0	30
"ANKS3"	287	180	97	628	741	679	275	442	529	765
"ANKS4B"	0	0	0	11	7	13	2	2	1	0
"ANKS6"	49	235	16	3485	3387	3486	1908	2946	956	2852
"ANKUB1"	0	0	0	0	0	0	0	0	5	0
"ANKZF1"	3735	1892	1680	1513	1542	1530	836	1465	1652	1495
"ANLN"	800	470	569	2530	2232	2363	2027	8820	14853	5388
"ANO1"	10	2	5	240	394	390	118	64	12438	63
"ANO10"	231	13	84	1802	2211	1999	1093	1245	2383	1454
"ANO2"	0	0	0	128	127	143	96	11	6	13
"ANO3"	48	46	40	3	0	1	1	0	0	0
"ANO4"	0	0	0	62	57	51	26	13	216	20
"ANO5"	270	305	212	312	206	237	217	9	0	3
"ANO6"	3441	2093	1899	2817	2096	2347	2066	3082	5901	2232
"ANO7"	103	37	48	90	116	117	46	197	75	596
"ANO8"	243	80	40	2004	2016	2024	768	725	447	1378
"ANO9"	2357	688	744	871	1021	1113	388	924	1209	1925
"ANP32A"	11965	4263	4777	9596	9812	9118	7582	9571	8137	4674
"ANP32A-IT1"	60	81	93	33	27	33	18	18	7	9
"ANP32AP1"	15	1	6	2	5	8	4	10	13	3
"ANP32B"	12775	5595	5632	2888	3454	3096	2201	23634	11703	17292
"ANP32C"	1	0	0	1	1	1	0	1	0	0
"ANP32D"	0	0	0	0	0	0	0	0	2	0
"ANP32E"	6641	3163	4091	4532	3943	4092	4665	4255	4892	1340
"ANPEP"	7	1	1	128	188	232	69	5	178	10
"ANTXR1"	1	0	0	2471	2168	2323	1707	3162	3001	1934
"ANTXR2"	355	189	162	292	252	284	223	14	7363	6
"ANTXRL"	1	0	0	0	0	0	0	0	0	0
"ANUBL1"	240	151	170	283	292	306	227	105	161	58
"ANXA1"	97	186	58	95	31	43	78	777	26653	351
"ANXA10"	1	0	0	0	0	0	0	1	1	1
"ANXA11"	7471	2697	2012	2627	2973	2633	1351	5299	7190	6313
"ANXA13"	0	0	0	0	0	0	0	1	1	0
"ANXA2"	2557	982	1067	5585	5664	5440	3858	36749	293968	43181
"ANXA2P1"	2	1	0	5	10	9	2	17	112	3
"ANXA2P2"	62	3	19	156	44	64	128	446	3276	636
"ANXA2P3"	0	0	0	0	0	0	0	1	2	0
"ANXA3"	7	1	2	614	509	469	561	2824	14788	2112
"ANXA4"	2863	1467	1596	474	563	530	321	4400	7256	3505
"ANXA5"	6228	1420	3013	7791	7647	6918	5666	8260	26800	7268
"ANXA6"	33409	13982	11581	3735	4495	4385	2217	1061	5065	2748
"ANXA7"	7043	2956	3622	1944	2144	2071	1234	5604	6930	6990
"ANXA8"	0	0	0	0	0	0	0	0	0	0
"ANXA8L1"	0	0	0	0	0	0	0	0	0	0
"ANXA8L2"	10	0	4	0	0	0	0	114	3084	96
"ANXA9"	45	20	14	108	123	107	60	2411	93	3493
"AOAH"	9	60	7	4	4	2	0	0	1	0
"AOC2"	89	31	37	198	277	294	130	63	61	66
"AOC3"	92	13	35	169	213	194	95	31	13	42
"AOC4"	3	0	1	3	1	3	1	1	1	4
"AOX1"	12	0	4	321	357	391	210	170	8072	131
"AOX2P"	0	0	0	0	0	1	0	1	2	0
"AP1AR"	793	713	578	525	471	455	497	1222	1162	721
"AP1B1"	6212	1557	1415	5471	5609	5553	2508	10628	10748	22417
"AP1B1P1"	0	0	0	0	1	0	0	0	0	0
"AP1G1"	3612	2386	1970	3106	2589	2845	2359	11036	6624	8200
"AP1G2"	3497	950	1103	2378	2262	2253	1191	5221	3174	9202
"AP1M1"	3760	893	786	1680	1668	1468	629	2782	4076	5538
"AP1M2"	2	1	0	4848	5285	4837	1893	8849	4341	15638
"AP1S1"	2941	1445	1277	1707	2097	1830	940	10063	7405	12812
"AP1S2"	2284	957	1923	1765	1216	1142	1387	417	308	186
"AP1S3"	497	390	425	336	281	375	263	1265	2698	562
"AP2A1"	5484	1436	919	6512	6538	6353	2591	8388	7954	17398
"AP2A2"	2216	772	591	2790	3027	2855	1314	2248	5436	4087
"AP2B1"	9039	3022	2999	12223	10121	10969	7344	8833	21248	9007
"AP2M1"	10511	3498	3187	17643	19289	16750	9841	42080	23553	66389
"AP2S1"	2917	896	709	3486	4313	3567	2073	6178	8738	12287
"AP3B1"	3029	1512	1338	2608	2084	2072	2000	3589	4764	1908
"AP3B2"	4	7	2	771	879	846	429	236	438	235
"AP3D1"	7841	3396	1747	14434	14862	14085	7001	8026	11923	15818
"AP3M1"	3450	1932	2082	1859	1344	1500	1422	2643	2480	1735
"AP3M2"	2105	1524	1221	629	519	576	447	763	879	672
"AP3S1"	5581	4097	3692	1017	984	907	806	2937	4953	937
"AP3S2"	67	60	54	144	168	148	68	274	156	249
"AP4B1"	1012	476	410	388	391	376	248	2851	661	2994
"AP4E1"	841	500	549	450	346	435	408	2087	1783	1381
"AP4M1"	413	217	178	480	556	499	230	921	790	1124
"AP4S1"	128	97	65	146	151	133	135	464	210	197
"APAF1"	846	1022	994	984	622	792	679	654	1795	323
"APBA1"	0	0	1	65	70	76	34	148	62	153
"APBA2"	2	5	1	875	1129	1039	367	302	4	444
"APBA3"	856	444	122	713	667	633	302	346	418	613
"APBB1"	456	303	120	1235	1386	1239	544	12	479	15
"APBB1IP"	3908	2506	1357	5	4	1	0	2	0	6
"APBB2"	1061	28	510	2389	2212	2468	1699	6823	4027	5046
"APBB3"	1025	324	341	306	417	445	173	455	136	807
"APC"	1209	675	722	1296	947	1174	1021	2278	2485	1323
"APC2"	54	48	25	167	196	206	68	94	34	173
"APCDD1"	0	0	0	110	154	135	64	559	191	652
"APCDD1L"	2	0	2	98	114	123	45	1	116	3
"APCS"	2	0	0	0	0	0	0	0	0	0
"APEH"	5577	1618	1622	8026	9747	8709	4098	7528	10546	13534
"APEX1"	10383	4480	5112	11099	11549	10199	6871	14798	6729	12574
"APEX2"	1949	632	682	1056	1115	1067	534	2071	1771	3584
"APH1A"	4345	1993	1981	4256	4518	4026	2031	14039	5875	16648
"APH1B"	569	387	353	793	841	814	582	625	515	433
"API5"	6609	2982	3416	4370	3933	3973	3534	6460	7700	2720
"APIP"	1072	652	674	524	482	367	414	940	564	513
"APITD1"	202	96	131	99	96	87	76	502	346	107
"APITD1-CORT"	2	0	2	3	9	10	6	5	3	7
"APLF"	107	77	97	130	83	107	105	96	166	26
"APLN"	30	12	9	117	132	119	42	13	34	11
"APLNR"	0	0	0	124	32	30	60	1	1	0
"APLP1"	27	33	7	484	705	649	259	532	199	779
"APLP2"	1294	305	451	22958	22499	21516	11814	19213	38477	24698
"APOA1"	0	2	0	27	29	21	15	0	2	0
"APOA1BP"	2522	772	870	2203	2657	2070	985	3219	3519	4587
"APOA2"	0	0	0	8	2	1	13	6	0	2
"APOA4"	1	0	0	1	2	0	0	0	0	0
"APOA5"	0	0	0	2	3	6	2	0	0	0
"APOB"	1	0	0	78	35	53	66	0	0	0
"APOBEC1"	0	0	0	0	0	0	0	0	0	0
"APOBEC2"	11	8	15	8	17	10	4	4	4	1
"APOBEC3A"	5	2	4	1	0	7	1	4	0	1
"APOBEC3B"	740	167	284	795	1193	1122	430	408	530	341
"APOBEC3C"	3479	1661	1126	609	907	956	308	17	6860	2
"APOBEC3D"	908	539	430	276	393	357	158	3	54	0
"APOBEC3F"	826	520	408	256	335	297	147	1	829	1
"APOBEC3G"	3490	2215	1776	25	54	50	20	0	2031	0
"APOBEC3H"	363	302	175	8	16	15	3	28	9	14
"APOBEC4"	7	13	17	0	2	1	0	0	0	0
"APOBR"	209	75	63	1	3	5	1	87	8	54
"APOC1"	49	28	21	585	841	676	514	58	206	45
"APOC1P1"	2	0	1	3	3	7	6	0	0	1
"APOC2"	0	0	0	0	0	0	0	0	0	0
"APOC3"	0	0	0	0	0	0	0	0	0	0
"APOC4"	0	0	0	0	0	0	0	0	0	0
"APOC4-APOC2"	0	0	3	2	1	1	0	0	0	0
"APOD"	13	10	5	0	0	0	0	348	30	782
"APOE"	17	5	4	19201	25736	23240	7558	79	690	121
"APOF"	8	2	4	1	5	1	0	1	0	2
"APOH"	0	0	0	0	0	0	1	0	0	0
"APOL1"	6167	2535	2408	5	1	2	2	5	105	16
"APOL2"	2842	1092	1436	684	778	807	402	273	895	325
"APOL3"	2523	688	1124	4	5	4	0	3	125	0
"APOL4"	55	13	27	1	6	14	1	5	4	3
"APOL5"	1	0	0	0	0	0	0	0	0	0
"APOL6"	1642	464	913	17	28	21	17	7	1502	2
"APOLD1"	172	161	132	13	6	11	10	230	58	140
